candidate_id,title,location,hire_flag,country,education_id,has_degree
2849,software engineer / ceo at furqan software,Bangladesh,0,Bangladesh,1516.0,1
2849,software engineer / ceo at furqan software,Bangladesh,0,Bangladesh,1517.0,1
2850,senior frontend engineer at paradigm,"Split, Split-Dalmatia, Croatia",0,Croatia,1518.0,1
2851,full stack engineer at issuu,"København N, Capital Region, Denmark",0,Denmark,1519.0,1
2852,senior software engineer at tekmetric via toptal,"Mutlukent, Ankara, Turkey",1,Turkey,1520.0,1
2852,senior software engineer at tekmetric via toptal,"Mutlukent, Ankara, Turkey",1,Turkey,1521.0,1
2853,"software developer at cruise automation, inc.","Golitsyno, Moscow, Russia",0,Russia,1522.0,1
2854,software development engineer,Serbia,0,Serbia,1523.0,1
2854,software development engineer,Serbia,0,Serbia,1524.0,1
2855,senior software engineer at instructure,"Fort Collins, Colorado, United States",1,United States,1525.0,1
2855,senior software engineer at instructure,"Fort Collins, Colorado, United States",1,United States,1526.0,1
2856,software developer at yandex,"Moscow, Moscow City, Russia",0,Russia,1527.0,1
2856,software developer at yandex,"Moscow, Moscow City, Russia",0,Russia,1528.0,1
2858,senior software engineer at zendesk,"Dublin 17, Dublin, Ireland",0,Ireland,,0
2859,associate software engineer at goldman sachs,Nigeria,0,Nigeria,1530.0,1
2859,associate software engineer at goldman sachs,Nigeria,0,Nigeria,1531.0,1
2860,principal engineer at gocircle,"San Francisco, California, United States",0,United States,1532.0,1
2860,principal engineer at gocircle,"San Francisco, California, United States",0,United States,1533.0,1
2861,senior ios software engineer,"Centar Municipality, Skopski, FYRO Macedonia",0,FYRO Macedonia,1534.0,1
2861,senior ios software engineer,"Centar Municipality, Skopski, FYRO Macedonia",0,FYRO Macedonia,1535.0,1
2861,senior ios software engineer,"Centar Municipality, Skopski, FYRO Macedonia",0,FYRO Macedonia,1536.0,1
2861,senior ios software engineer,"Centar Municipality, Skopski, FYRO Macedonia",0,FYRO Macedonia,1537.0,1
2862,senior frontend developer w 360 code lab,"Warsaw, Mazowieckie, Poland",0,Poland,1538.0,1
2862,senior frontend developer w 360 code lab,"Warsaw, Mazowieckie, Poland",0,Poland,1539.0,1
2863,senior drupal consultant,"London, England, United Kingdom",0,United Kingdom,1540.0,1
8133,software developer,"Santiago, Santiago Metropolitan, Chile",0,Chile,,0
12780,senior ios developer,Colombia,0,Colombia,23477.0,1
2864,"software developer at hycu, inc.","Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",0,Bosnia and Herzegovina,1541.0,1
9658,certified cloud solutions architect expert,Argentina,0,Argentina,16565.0,1
9658,certified cloud solutions architect expert,Argentina,0,Argentina,16566.0,1
2866,software architect and lead developer,"St Petersburg, St Petersburg City, Russia",0,Russia,1544.0,1
